SALES,STATUS,QUANTITYORDERED,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,COUNTRY,DEALSIZE
4200.0,Shipped,42,4,11,2003,Classic Cars,France,Large
4700.0,Shipped,47,4,12,2003,Classic Cars,Canada,Large
3500.0,Shipped,35,1,1,2004,Classic Cars,USA,Medium
2900.0,Shipped,29,1,3,2004,Classic Cars,USA,Medium
3400.0,Shipped,34,2,5,2004,Classic Cars,USA,Medium
3200.0,Shipped,32,2,6,2004,Classic Cars,Japan,Large
2100.0,Shipped,21,3,7,2004,Classic Cars,Australia,Medium
3400.0,Shipped,34,3,8,2004,Classic Cars,Italy,Large
3700.0,Shipped,37,3,9,2004,Classic Cars,Sweden,Large
4700.0,Shipped,47,4,10,2004,Classic Cars,France,Large
4800.0,Shipped,48,4,10,2004,Classic Cars,USA,Large
4000.0,Shipped,40,4,11,2004,Classic Cars,USA,Medium
2600.0,Shipped,26,4,11,2004,Classic Cars,USA,Medium
3000.0,Shipped,30,4,11,2004,Classic Cars,Australia,Medium
3200.0,Shipped,32,4,12,2004,Classic Cars,USA,Medium
4100.0,Shipped,41,1,1,2005,Classic Cars,USA,Medium
3600.0,Shipped,36,1,2,2005,Classic Cars,USA,Large
2400.0,Shipped,24,1,3,2005,Classic Cars,Australia,Small
2300.0,Shipped,23,2,5,2005,Classic Cars,Canada,Medium
5000.0,In Process,50,2,5,2005,Classic Cars,Spain,Large
3896.49,Shipped,39,1,2,2003,Motorcycles,USA,Medium
2793.86,Shipped,29,2,4,2003,Motorcycles,Australia,Small
2700.0,Shipped,27,3,7,2003,Motorcycles,France,Medium
3700.0,Shipped,37,3,8,2003,Motorcycles,USA,Medium
3700.0,Shipped,37,4,10,2003,Motorcycles,USA,Medium
2700.0,Shipped,27,4,10,2003,Motorcycles,USA,Medium
4200.0,Shipped,42,4,11,2003,Motorcycles,France,Medium
3660.92,Shipped,38,4,11,2003,Motorcycles,Norway,Medium
2400.0,Shipped,24,4,12,2003,Motorcycles,USA,Medium
2300.0,Shipped,23,1,1,2004,Motorcycles,Japan,Medium
4700.0,Shipped,47,1,2,2004,Motorcycles,Australia,Medium
2200.0,Shipped,22,2,4,2004,Motorcycles,USA,Small
4400.0,Shipped,44,2,5,2004,Motorcycles,USA,Medium
4000.0,Shipped,40,2,6,2004,Motorcycles,USA,Medium
2200.0,Shipped,22,3,7,2004,Motorcycles,France,Small
4700.0,Shipped,47,3,8,2004,Motorcycles,USA,Medium
3757.26,Shipped,39,3,9,2004,Motorcycles,France,Medium
3400.0,Shipped,34,4,10,2004,Motorcycles,USA,Medium
4500.0,Shipped,45,4,11,2004,Motorcycles,USA,Medium
2000.0,Shipped,20,4,11,2004,Motorcycles,USA,Medium
2756.8,Shipped,40,4,11,2004,Motorcycles,Japan,Small
1329.8999999999999,Shipped,26,4,12,2004,Motorcycles,Australia,Small
3900.0,Shipped,39,1,2,2005,Motorcycles,Australia,Medium
2225.5,Shipped,50,1,3,2005,Motorcycles,USA,Small
4500.0,Shipped,45,2,4,2005,Motorcycles,France,Medium
4500.0,Disputed,45,2,5,2005,Motorcycles,Spain,Medium
2700.0,Shipped,27,1,2,2003,Motorcycles,USA,Medium
4600.0,Shipped,46,2,4,2003,Motorcycles,Australia,Large
3100.0,Shipped,31,3,7,2003,Motorcycles,France,Large
3300.0,Shipped,33,3,8,2003,Motorcycles,USA,Medium
2200.0,Shipped,22,4,10,2003,Motorcycles,USA,Medium
2000.0,Shipped,20,4,10,2003,Motorcycles,USA,Medium
4100.0,Shipped,41,4,11,2003,Motorcycles,France,Large
4500.0,Shipped,45,4,11,2003,Motorcycles,Norway,Large
4900.0,Shipped,49,4,12,2003,Motorcycles,USA,Large
3400.0,Shipped,34,1,1,2004,Motorcycles,Japan,Medium
4900.0,Shipped,49,1,2,2004,Motorcycles,Australia,Large
3900.0,Shipped,39,2,4,2004,Motorcycles,USA,Large
4300.0,Shipped,43,2,5,2004,Motorcycles,USA,Large
4100.0,Shipped,41,2,6,2004,Motorcycles,USA,Large
3600.0,Shipped,36,3,7,2004,Motorcycles,France,Medium
2700.0,Shipped,27,3,8,2004,Motorcycles,USA,Medium
2900.0,Shipped,29,3,9,2004,Motorcycles,Finland,Medium
2000.0,Shipped,20,4,10,2004,Motorcycles,USA,Medium
3700.0,Shipped,37,4,11,2004,Motorcycles,USA,Large
2600.0,Shipped,26,4,11,2004,Motorcycles,USA,Medium
2990.13,Shipped,39,4,11,2004,Motorcycles,Japan,Small
2200.0,Shipped,22,1,1,2005,Motorcycles,USA,Medium
2200.0,Shipped,22,1,2,2005,Motorcycles,Australia,Medium
1822.1699999999998,Shipped,21,1,3,2005,Motorcycles,USA,Small
6600.0,Shipped,66,2,4,2005,Motorcycles,UK,Large
5600.0,Disputed,56,2,5,2005,Motorcycles,Spain,Large
5000.0,Shipped,50,1,2,2003,Classic Cars,Denmark,Large
4600.0,Shipped,46,2,4,2003,Classic Cars,Austria,Medium
3300.0,Shipped,33,2,6,2003,Classic Cars,UK,Medium
4900.0,Shipped,49,3,8,2003,Classic Cars,USA,Medium
3200.0,Shipped,32,4,10,2003,Classic Cars,Finland,Medium
4400.0,Cancelled,44,4,10,2003,Classic Cars,Sweden,Medium
2400.0,Shipped,24,4,11,2003,Classic Cars,France,Medium
2600.0,Shipped,26,4,11,2003,Classic Cars,UK,Medium
4500.0,Shipped,45,4,11,2003,Classic Cars,Spain,Medium
3900.0,Shipped,39,1,1,2004,Classic Cars,USA,Medium
4900.0,Shipped,49,1,2,2004,Classic Cars,USA,Medium
2000.0,Cancelled,20,2,5,2004,Classic Cars,USA,Small
2700.0,Shipped,27,2,6,2004,Classic Cars,Canada,Medium
3000.0,Shipped,30,3,7,2004,Classic Cars,Belgium,Medium
2500.0,Shipped,25,3,8,2004,Classic Cars,Canada,Small
2400.0,Shipped,24,3,9,2004,Classic Cars,USA,Medium
2200.0,Shipped,22,4,10,2004,Classic Cars,USA,Small
3300.0,Shipped,33,4,11,2004,Classic Cars,UK,Medium
3051.7100000000005,Shipped,47,4,11,2004,Classic Cars,Norway,Medium
1201.25,Shipped,25,4,11,2004,Classic Cars,USA,Small
1962.22,Shipped,26,4,12,2004,Classic Cars,Spain,Small
2624.64,Shipped,48,4,12,2004,Classic Cars,France,Small
3900.0,Shipped,39,1,1,2005,Classic Cars,Finland,Medium
3400.0,Shipped,34,1,2,2005,Classic Cars,USA,Medium
3200.0,Shipped,32,1,3,2005,Classic Cars,France,Medium
6400.0,Shipped,64,2,4,2005,Classic Cars,USA,Large
1900.0,On Hold,19,2,5,2005,Classic Cars,USA,Small
4200.0,Shipped,42,1,1,2003,Classic Cars,Norway,Medium
3100.0,Shipped,31,2,4,2003,Classic Cars,France,Medium
2200.0,Shipped,22,2,5,2003,Classic Cars,Spain,Medium
2600.0,Shipped,26,3,7,2003,Classic Cars,USA,Medium
2000.0,Shipped,20,3,9,2003,Classic Cars,Singapore,Medium
2100.0,Resolved,21,4,10,2003,Classic Cars,Austria,Medium
3300.0,Shipped,33,4,11,2003,Classic Cars,UK,Medium
2800.0,Shipped,28,4,11,2003,Classic Cars,USA,Medium
2600.0,Shipped,26,4,11,2003,Classic Cars,France,Medium
3100.0,Shipped,31,4,12,2003,Classic Cars,USA,Medium
4800.0,Shipped,48,1,2,2004,Classic Cars,Singapore,Large
5000.0,Shipped,50,1,3,2004,Classic Cars,USA,Medium
2800.0,Shipped,28,2,5,2004,Classic Cars,USA,Medium
2600.0,Shipped,26,2,6,2004,Classic Cars,Singapore,Medium
3200.0,Shipped,32,3,7,2004,Classic Cars,Australia,Medium
4400.0,Shipped,44,3,8,2004,Classic Cars,USA,Large
3000.0,Shipped,30,3,9,2004,Classic Cars,Sweden,Medium
3800.0,Shipped,38,4,10,2004,Classic Cars,USA,Medium
4000.0,Shipped,40,4,10,2004,Classic Cars,Canada,Medium
2851.54,Shipped,46,4,11,2004,Classic Cars,USA,Small
2600.0,On Hold,26,4,11,2004,Classic Cars,Sweden,Medium
2700.0,Shipped,27,4,11,2004,Classic Cars,Australia,Medium
4300.0,Shipped,43,4,12,2004,Classic Cars,USA,Medium
2297.0499999999997,Shipped,35,1,1,2005,Classic Cars,Australia,Small
3700.0,Shipped,37,1,2,2005,Classic Cars,USA,Medium
1735.3,Shipped,37,1,3,2005,Classic Cars,Australia,Small
2700.0,Shipped,27,2,5,2005,Classic Cars,Canada,Medium
3800.0,In Process,38,2,5,2005,Classic Cars,France,Medium
3300.0,Shipped,33,1,3,2003,Classic Cars,Philippines,Medium
4200.0,Shipped,42,2,5,2003,Classic Cars,France,Large
4200.0,Shipped,42,3,7,2003,Classic Cars,USA,Large
4800.0,Shipped,48,3,9,2003,Classic Cars,USA,Large
4100.0,Shipped,41,4,10,2003,Classic Cars,USA,Large
3000.0,Shipped,30,4,11,2003,Classic Cars,Australia,Medium
2700.0,Shipped,27,4,11,2003,Classic Cars,Norway,Medium
2100.0,Shipped,21,4,11,2003,Classic Cars,Germany,Medium
2000.0,Shipped,20,4,12,2003,Classic Cars,Spain,Medium
4100.0,Shipped,41,1,1,2004,Classic Cars,France,Large
2700.0,Shipped,27,1,2,2004,Classic Cars,Switzerland,Medium
2800.0,Shipped,28,2,4,2004,Classic Cars,Denmark,Medium
2400.0,Cancelled,24,2,6,2004,Classic Cars,UK,Medium
4400.0,Shipped,44,3,7,2004,Classic Cars,Italy,Large
5000.0,Shipped,50,3,8,2004,Classic Cars,USA,Large
2100.0,Shipped,21,3,8,2004,Classic Cars,Switzerland,Medium
3300.0,Shipped,33,4,10,2003,Classic Cars,Germany,Medium
3300.0,Shipped,33,4,10,2004,Classic Cars,Germany,Medium
3100.0,Shipped,31,4,11,2004,Classic Cars,Sweden,Medium
2930.27,Shipped,41,4,11,2004,Classic Cars,USA,Small
3584.2500000000005,Shipped,45,4,11,2004,Classic Cars,Austria,Medium
2817.87,Shipped,33,1,1,2005,Classic Cars,Finland,Small
3420.0,Shipped,45,1,2,2005,Classic Cars,France,Medium
2575.04,Shipped,26,1,3,2005,Classic Cars,Sweden,Small
1200.0,Shipped,12,2,5,2005,Classic Cars,Austria,Small
4100.0,Shipped,41,1,2,2003,Classic Cars,Denmark,Large
3300.0,Shipped,33,2,4,2003,Classic Cars,Singapore,Medium
4600.0,Shipped,46,2,6,2003,Classic Cars,USA,Large
3300.0,Shipped,33,3,8,2003,Classic Cars,USA,Large
2000.0,Shipped,20,3,9,2003,Classic Cars,Spain,Medium
4400.0,Shipped,44,4,10,2003,Classic Cars,Singapore,Large
3300.0,Shipped,33,4,11,2003,Classic Cars,Italy,Large
2100.0,Shipped,21,4,11,2003,Classic Cars,USA,Medium
4700.0,Shipped,47,4,11,2003,Classic Cars,USA,Large
4600.0,Shipped,46,1,1,2004,Classic Cars,France,Large
3200.0,Shipped,32,1,2,2004,Classic Cars,Ireland,Large
4200.0,Shipped,42,1,3,2004,Classic Cars,Spain,Large
4400.0,Shipped,44,2,5,2004,Classic Cars,Finland,Large
3500.0,Shipped,35,3,7,2004,Classic Cars,USA,Medium
4100.0,Shipped,41,3,8,2004,Classic Cars,USA,Large
4600.0,Shipped,46,3,9,2004,Classic Cars,Italy,Large
3100.0,Shipped,31,4,10,2004,Classic Cars,UK,Medium
3800.0,Shipped,38,4,10,2004,Classic Cars,Denmark,Large
2688.0,Shipped,42,4,11,2004,Classic Cars,Norway,Small
1888.26,Shipped,33,4,11,2004,Classic Cars,France,Small
2513.2799999999997,Shipped,48,4,11,2004,Classic Cars,Spain,Small
4200.0,Shipped,42,4,12,2004,Classic Cars,France,Medium
3200.0,Shipped,32,1,1,2005,Classic Cars,USA,Medium
3400.0,Shipped,34,1,2,2005,Classic Cars,USA,Medium
2280.96,Shipped,33,1,3,2005,Classic Cars,France,Small
3600.0,Shipped,36,2,5,2005,Classic Cars,USA,Large
2700.0,Shipped,27,1,1,2003,Trucks and Buses,Norway,Medium
2100.0,Shipped,21,1,3,2003,Trucks and Buses,USA,Medium
2100.0,Shipped,21,2,5,2003,Trucks and Buses,Spain,Small
3800.0,Shipped,38,3,7,2003,Trucks and Buses,USA,Medium
3000.0,Shipped,30,3,9,2003,Trucks and Buses,Singapore,Medium
4900.0,Resolved,49,4,10,2003,Trucks and Buses,Austria,Medium
4300.0,Shipped,43,4,11,2003,Trucks and Buses,Australia,Medium
4100.0,Shipped,41,4,11,2003,Trucks and Buses,USA,Medium
3800.0,Shipped,38,4,11,2003,Trucks and Buses,France,Medium
2800.0,Shipped,28,4,12,2003,Trucks and Buses,Canada,Medium
4300.0,Shipped,43,1,2,2004,Trucks and Buses,France,Medium
2500.0,Shipped,25,1,3,2004,Trucks and Buses,USA,Medium
3800.0,Shipped,38,2,5,2004,Trucks and Buses,USA,Medium
4100.0,Shipped,41,2,6,2004,Trucks and Buses,Japan,Medium
2800.0,Shipped,28,3,7,2004,Trucks and Buses,Australia,Medium
2500.0,Shipped,25,3,8,2004,Trucks and Buses,USA,Small
4100.0,Shipped,41,3,9,2004,Trucks and Buses,Sweden,Medium
3900.0,Shipped,39,4,10,2004,Trucks and Buses,France,Medium
2100.0,Shipped,21,4,10,2004,Trucks and Buses,Canada,Small
2700.0,Shipped,27,4,11,2004,Trucks and Buses,USA,Medium
3273.93,Shipped,33,4,11,2004,Trucks and Buses,USA,Medium
2900.0,Shipped,29,4,11,2004,Trucks and Buses,Australia,Medium
4900.0,Shipped,49,4,12,2004,Trucks and Buses,USA,Medium
4900.0,Shipped,49,1,1,2005,Trucks and Buses,Australia,Large
2000.0,Shipped,20,1,2,2005,Trucks and Buses,USA,Small
2464.8,Shipped,39,1,3,2005,Trucks and Buses,Australia,Small
4000.0,Shipped,40,2,5,2005,Trucks and Buses,Canada,Medium
4900.0,In Process,49,2,5,2005,Trucks and Buses,Spain,Large
2100.0,Shipped,21,1,2,2003,Motorcycles,USA,Medium
5000.0,Shipped,50,2,5,2003,Motorcycles,France,Large
2000.0,Shipped,20,3,7,2003,Motorcycles,France,Small
4900.0,Shipped,49,3,8,2003,Motorcycles,USA,Large
3800.0,Shipped,38,4,10,2003,Motorcycles,USA,Medium
3500.0,Shipped,35,4,11,2003,Motorcycles,Australia,Medium
4000.0,Shipped,40,4,11,2003,Motorcycles,France,Medium
2800.0,Shipped,28,4,11,2003,Motorcycles,USA,Medium
2500.0,Shipped,25,4,12,2003,Motorcycles,USA,Medium
3600.0,Shipped,36,1,1,2004,Motorcycles,France,Medium
4300.0,Shipped,43,1,2,2004,Motorcycles,France,Medium
3200.0,Shipped,32,2,4,2004,Motorcycles,USA,Medium
4600.0,Shipped,46,2,5,2004,Motorcycles,USA,Large
4800.0,Shipped,48,2,6,2004,Motorcycles,USA,Medium
4300.0,Shipped,43,3,8,2004,Motorcycles,USA,Medium
4900.0,Shipped,49,3,8,2004,Motorcycles,USA,Medium
2400.0,Shipped,24,3,9,2004,Motorcycles,Finland,Medium
2600.0,Shipped,26,4,10,2004,Motorcycles,Norway,Medium
3000.0,Shipped,30,4,11,2004,Motorcycles,USA,Medium
2400.0,Shipped,24,4,11,2004,Motorcycles,USA,Medium
5500.0,Shipped,55,4,11,2004,Motorcycles,Austria,Large
2200.0,Shipped,22,1,1,2005,Motorcycles,USA,Medium
3867.08,Shipped,49,1,2,2005,Motorcycles,France,Medium
4400.0,Shipped,44,1,3,2005,Motorcycles,USA,Medium
6600.0,Shipped,66,2,4,2005,Motorcycles,UK,Large
2100.0,Disputed,21,2,5,2005,Motorcycles,Spain,Medium
3400.0,Shipped,34,1,1,2003,Classic Cars,Spain,Medium
4300.0,Shipped,43,2,4,2003,Classic Cars,Singapore,Medium
4600.0,Shipped,46,2,6,2003,Classic Cars,USA,Large
3300.0,Shipped,33,3,8,2003,Classic Cars,USA,Medium
4200.0,Shipped,42,3,9,2003,Classic Cars,Spain,Medium
3400.0,Shipped,34,4,10,2003,Classic Cars,Singapore,Medium
4700.0,Shipped,47,4,11,2003,Classic Cars,Italy,Large
3300.0,Shipped,33,4,11,2003,Classic Cars,USA,Medium
2400.0,Shipped,24,4,11,2003,Classic Cars,USA,Medium
2600.0,Shipped,26,1,1,2004,Classic Cars,France,Medium
3000.0,Shipped,30,1,2,2004,Classic Cars,Ireland,Medium
4300.0,Shipped,43,1,3,2004,Classic Cars,Germany,Large
2500.0,Shipped,25,2,5,2004,Classic Cars,Finland,Medium
2700.0,Shipped,27,3,7,2004,Classic Cars,USA,Medium
2700.0,Shipped,27,3,8,2004,Classic Cars,USA,Medium
2400.0,Shipped,24,3,9,2004,Classic Cars,Italy,Medium
3400.0,Shipped,34,4,10,2004,Classic Cars,UK,Medium
4600.0,Shipped,46,4,10,2004,Classic Cars,Denmark,Medium
1466.9099999999999,Shipped,27,4,11,2004,Classic Cars,USA,Small
3300.0,Shipped,33,4,11,2004,Classic Cars,France,Medium
4700.0,Shipped,47,4,11,2004,Classic Cars,Spain,Medium
2711.6600000000003,Shipped,49,4,12,2004,Classic Cars,Spain,Small
4000.0,Shipped,40,1,1,2005,Classic Cars,Japan,Medium
3700.0,Shipped,37,1,2,2005,Classic Cars,USA,Medium
4700.0,Shipped,47,2,5,2005,Classic Cars,USA,Large
4500.0,Shipped,45,1,3,2003,Classic Cars,Philippines,Medium
3693.3399999999997,Shipped,37,2,5,2003,Classic Cars,France,Medium
4800.0,Shipped,48,3,7,2003,Classic Cars,USA,Medium
3100.0,Shipped,31,3,9,2003,Classic Cars,USA,Medium
4600.0,Shipped,46,4,10,2003,Classic Cars,USA,Medium
4700.0,Shipped,47,4,11,2003,Classic Cars,Austria,Medium
2800.0,Shipped,28,4,11,2003,Classic Cars,Norway,Small
4000.0,Shipped,40,4,11,2003,Classic Cars,Germany,Medium
2000.0,Shipped,20,4,12,2003,Classic Cars,Spain,Small
3900.0,Shipped,39,1,1,2004,Classic Cars,Spain,Medium
2495.5,Shipped,25,1,2,2004,Classic Cars,Switzerland,Small
2900.0,Shipped,29,2,4,2004,Classic Cars,Denmark,Medium
2200.0,Cancelled,22,2,6,2004,Classic Cars,UK,Small
2200.0,Shipped,22,3,7,2004,Classic Cars,Italy,Small
4700.0,Shipped,47,3,8,2004,Classic Cars,USA,Medium
4500.0,Shipped,45,3,8,2004,Classic Cars,Switzerland,Medium
2900.0,Shipped,29,4,10,2003,Classic Cars,Germany,Medium
2400.0,Shipped,24,4,10,2004,Classic Cars,Germany,Medium
3500.0,Shipped,35,4,11,2004,Classic Cars,Sweden,Medium
3846.9799999999996,Shipped,46,4,11,2004,Classic Cars,USA,Medium
4220.92,Shipped,44,4,11,2004,Classic Cars,Austria,Medium
3288.82,Shipped,34,1,1,2005,Classic Cars,Finland,Medium
3500.0,Shipped,35,1,2,2005,Classic Cars,USA,Medium
1809.5,Shipped,25,1,3,2005,Classic Cars,Sweden,Small
1000.0,Shipped,10,2,5,2005,Classic Cars,Austria,Small
2900.0,Shipped,29,1,2,2003,Classic Cars,Denmark,Medium
3900.0,Shipped,39,2,4,2003,Classic Cars,Singapore,Medium
4200.0,Shipped,42,2,6,2003,Classic Cars,USA,Large
4600.0,Shipped,46,3,8,2003,Classic Cars,USA,Large
4900.0,Shipped,49,3,9,2003,Classic Cars,Spain,Large
2700.0,Shipped,27,4,10,2003,Classic Cars,Singapore,Medium
5000.0,Shipped,50,4,11,2003,Classic Cars,Italy,Large
4300.0,Shipped,43,4,11,2003,Classic Cars,USA,Large
3800.0,Shipped,38,4,11,2003,Classic Cars,USA,Large
2000.0,Shipped,20,1,1,2004,Classic Cars,France,Medium
2700.0,Shipped,27,1,2,2004,Classic Cars,Ireland,Medium
4900.0,Shipped,49,1,3,2004,Classic Cars,Spain,Medium
2700.0,Shipped,27,2,5,2004,Classic Cars,Finland,Medium
3900.0,Shipped,39,3,7,2004,Classic Cars,USA,Large
2400.0,Shipped,24,3,8,2004,Classic Cars,USA,Medium
4500.0,Shipped,45,3,9,2004,Classic Cars,Italy,Large
2000.0,Shipped,20,4,10,2004,Classic Cars,UK,Medium
3600.0,Shipped,36,4,10,2004,Classic Cars,Denmark,Medium
2400.0,Shipped,24,4,11,2004,Classic Cars,Norway,Small
3105.6200000000003,Shipped,49,4,11,2004,Classic Cars,France,Medium
2600.0,Shipped,26,4,12,2004,Classic Cars,USA,Medium
3042.4100000000003,Shipped,49,4,12,2004,Classic Cars,France,Medium
3400.0,Shipped,34,1,1,2005,Classic Cars,Japan,Medium
3241.8999999999996,Shipped,34,1,2,2005,Classic Cars,USA,Medium
3300.0,Shipped,33,1,3,2005,Classic Cars,USA,Medium
2200.0,Shipped,22,2,5,2005,Classic Cars,USA,Medium
3485.8199999999997,Shipped,39,1,3,2003,Classic Cars,Philippines,Medium
2042.88,Shipped,32,2,5,2003,Classic Cars,France,Small
1800.2400000000002,Shipped,24,3,7,2003,Classic Cars,USA,Small
1340.64,Shipped,21,3,9,2003,Classic Cars,USA,Small
1762.08,Shipped,24,4,10,2003,Classic Cars,USA,Small
2298.2400000000002,Shipped,36,4,11,2003,Classic Cars,Australia,Small
1628.0,Shipped,20,4,11,2003,Classic Cars,Norway,Small
1939.2,Shipped,30,4,11,2003,Classic Cars,Germany,Small
3651.56,Shipped,44,4,12,2003,Classic Cars,Spain,Medium
2591.96,Shipped,28,1,1,2004,Classic Cars,France,Small
2864.17,Shipped,37,1,2,2004,Classic Cars,Switzerland,Small
1484.1999999999998,Shipped,20,2,4,2004,Classic Cars,Denmark,Small
2254.25,Cancelled,25,2,6,2004,Classic Cars,UK,Small
2681.35,Shipped,35,3,7,2004,Classic Cars,Italy,Small
3184.0200000000004,Shipped,38,3,8,2004,Classic Cars,USA,Medium
2846.63,Shipped,41,3,8,2004,Classic Cars,Switzerland,Small
1685.42,Shipped,22,4,10,2003,Classic Cars,Germany,Small
3988.6000000000004,Shipped,49,4,10,2004,Classic Cars,Germany,Medium
2789.96,Shipped,38,4,11,2004,Classic Cars,Sweden,Small
3300.0,Shipped,33,4,11,2004,Classic Cars,USA,Medium
3368.16,Shipped,36,4,11,2004,Classic Cars,Austria,Medium
2775.08,Shipped,34,1,1,2005,Classic Cars,Finland,Small
1627.92,Shipped,24,1,2,2005,Classic Cars,Finland,Small
2529.36,Shipped,36,1,3,2005,Classic Cars,Sweden,Small
3065.78,Shipped,34,2,5,2005,Classic Cars,Austria,Medium
4100.0,Shipped,41,1,1,2003,Trucks and Buses,Spain,Medium
4600.0,Shipped,46,2,4,2003,Trucks and Buses,USA,Medium
2400.0,Shipped,24,2,6,2003,Trucks and Buses,USA,Small
2100.0,Shipped,21,3,8,2003,Trucks and Buses,Finland,Small
2400.0,Shipped,24,3,9,2003,Trucks and Buses,Finland,Medium
4800.0,Shipped,48,4,10,2003,Trucks and Buses,Singapore,Medium
2600.0,Shipped,26,4,11,2003,Trucks and Buses,UK,Medium
3700.0,Shipped,37,4,11,2003,Trucks and Buses,Spain,Medium
4900.0,Shipped,49,4,11,2003,Trucks and Buses,USA,Medium
3384.36,Shipped,34,4,12,2003,Trucks and Buses,USA,Medium
4800.0,Shipped,48,1,2,2004,Trucks and Buses,USA,Medium
3600.0,Shipped,36,1,3,2004,Trucks and Buses,USA,Medium
4600.0,Shipped,46,2,5,2004,Trucks and Buses,Spain,Medium
4600.0,Shipped,46,2,6,2004,Trucks and Buses,Singapore,Medium
3012.27,Shipped,31,3,7,2004,Trucks and Buses,USA,Medium
4100.0,Shipped,41,3,8,2004,Trucks and Buses,USA,Medium
2100.0,Shipped,21,3,9,2004,Trucks and Buses,USA,Small
3800.0,Shipped,38,4,10,2004,Trucks and Buses,USA,Medium
4500.0,Shipped,45,4,10,2004,Trucks and Buses,Denmark,Medium
1517.88,Shipped,26,4,11,2004,Trucks and Buses,USA,Small
3800.0,Shipped,38,4,11,2004,Trucks and Buses,France,Medium
4800.0,Shipped,48,4,12,2004,Trucks and Buses,USA,Medium
2694.72,Shipped,42,4,12,2004,Trucks and Buses,Spain,Small
1749.79,Shipped,49,1,1,2005,Trucks and Buses,USA,Small
2130.56,Shipped,32,1,2,2005,Trucks and Buses,USA,Small
5400.0,Shipped,54,2,5,2005,Trucks and Buses,Spain,Medium
3300.0,In Process,33,2,5,2005,Trucks and Buses,France,Medium
3600.0,Shipped,36,1,3,2003,Classic Cars,Philippines,Medium
2000.0,Shipped,20,2,5,2003,Classic Cars,France,Small
2838.81,Shipped,29,3,7,2003,Classic Cars,USA,Small
3230.37,Shipped,33,3,9,2003,Classic Cars,USA,Medium
5000.0,Shipped,50,4,10,2003,Classic Cars,USA,Medium
4100.0,Shipped,41,4,11,2003,Classic Cars,Austria,Medium
3600.0,Shipped,36,4,11,2003,Classic Cars,Norway,Medium
2700.0,Shipped,27,4,11,2003,Classic Cars,USA,Medium
4700.0,Shipped,47,4,12,2003,Classic Cars,Spain,Medium
3300.0,Shipped,33,1,1,2004,Classic Cars,Spain,Medium
2100.0,Shipped,21,1,2,2004,Classic Cars,Switzerland,Small
1958.88,Shipped,21,2,4,2004,Classic Cars,Finland,Small
4100.0,Cancelled,41,2,6,2004,Classic Cars,UK,Medium
4000.0,Shipped,40,3,7,2004,Classic Cars,Italy,Medium
2800.0,Shipped,28,3,8,2004,Classic Cars,Singapore,Medium
2300.0,Shipped,23,3,8,2004,Classic Cars,Switzerland,Small
2300.0,Shipped,23,4,10,2003,Classic Cars,Germany,Small
2500.0,Shipped,25,4,10,2004,Classic Cars,Germany,Small
